t_s,iteration,freq_hz,phase,setpoint_deg,psi_deg,psi_dot_dps,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
7314.1939,34,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,1.7000,0.941320,0.088889,0.005667,-0.000000,0.846765,1432
7314.1989,35,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,1.7500,0.941487,0.088889,0.005833,-0.000000,0.846765,1430
7314.2040,36,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,1.8000,0.941653,0.088889,0.006000,-0.000000,0.846765,1428
7314.2091,37,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,1.8500,0.941820,0.088889,0.006167,-0.000000,0.846765,1426
7314.2142,38,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,1.9000,0.941987,0.088889,0.006333,-0.000000,0.846765,1424
7314.2192,39,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,1.9500,0.942153,0.088889,0.006500,-0.000000,0.846765,1422
7314.2243,40,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.0000,0.942320,0.088889,0.006667,-0.000000,0.846765,1420
7314.2294,41,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.0500,0.942487,0.088889,0.006833,-0.000000,0.846765,1418
7314.2345,42,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.1000,0.942653,0.088889,0.007000,-0.000000,0.846765,1416
7314.2396,43,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.1500,0.942820,0.088889,0.007167,-0.000000,0.846765,1414
7314.2446,44,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.2000,0.942987,0.088889,0.007333,-0.000000,0.846765,1412
7314.2497,45,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.2500,0.943153,0.088889,0.007500,-0.000000,0.846765,1410
7314.2548,46,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.3000,0.943320,0.088889,0.007667,-0.000000,0.846765,1408
7314.2599,47,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.3500,0.943487,0.088889,0.007833,-0.000000,0.846765,1406
7314.2650,48,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.4000,0.943653,0.088889,0.008000,-0.000000,0.846765,1404
7314.2701,49,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.4500,0.943820,0.088889,0.008167,-0.000000,0.846765,1402
7314.2751,50,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.5000,0.943987,0.088889,0.008333,-0.000000,0.846765,1400
7314.2802,51,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.5500,0.944153,0.088889,0.008500,-0.000000,0.846765,1398
7314.2853,52,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.6000,0.944320,0.088889,0.008667,-0.000000,0.846765,1396
7314.2904,53,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.6500,0.944487,0.088889,0.008833,-0.000000,0.846765,1394
7314.2954,54,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.7000,0.944653,0.088889,0.009000,-0.000000,0.846765,1392
7314.3005,55,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.7500,0.944820,0.088889,0.009167,-0.000000,0.846765,1390
7314.3056,56,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.8000,0.944987,0.088889,0.009333,-0.000000,0.846765,1388
7314.3107,57,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.8500,0.945153,0.088889,0.009500,-0.000000,0.846765,1386
7314.3158,58,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.9000,0.945320,0.088889,0.009667,-0.000000,0.846765,1384
7314.3208,59,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,2.9500,0.945487,0.088889,0.009833,-0.000000,0.846765,1382
7314.3259,60,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.0000,0.945653,0.088889,0.010000,-0.000000,0.846765,1380
7314.3310,61,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.0500,0.945820,0.088889,0.010167,-0.000000,0.846765,1378
7314.3361,62,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.1000,0.945987,0.088889,0.010333,-0.000000,0.846765,1376
7314.3411,63,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.1500,0.946153,0.088889,0.010500,-0.000000,0.846765,1374
7314.3462,64,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.2000,0.946320,0.088889,0.010667,-0.000000,0.846765,1372
7314.3513,65,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.2500,0.946487,0.088889,0.010833,-0.000000,0.846765,1370
7314.3564,66,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.3000,0.946653,0.088889,0.011000,-0.000000,0.846765,1368
7314.3614,67,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.3500,0.946820,0.088889,0.011167,-0.000000,0.846765,1366
7314.3666,68,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.4000,0.946987,0.088889,0.011333,-0.000000,0.846765,1364
7314.3716,69,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.4500,0.947153,0.088889,0.011500,-0.000000,0.846765,1362
7314.3767,70,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.5000,0.947320,0.088889,0.011667,-0.000000,0.846765,1360
7314.3818,71,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.5500,0.947487,0.088889,0.011833,-0.000000,0.846765,1358
7314.3869,72,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.6000,0.947653,0.088889,0.012000,-0.000000,0.846765,1356
7314.3919,73,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.6500,0.947820,0.088889,0.012167,-0.000000,0.846765,1354
7314.3970,74,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.7000,0.947987,0.088889,0.012333,-0.000000,0.846765,1352
7314.4021,75,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.7500,0.948153,0.088889,0.012500,-0.000000,0.846765,1350
7314.4072,76,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.8000,0.948320,0.088889,0.012667,-0.000000,0.846765,1348
7314.4122,77,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.8500,0.948487,0.088889,0.012833,-0.000000,0.846765,1346
7314.4173,78,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.9000,0.948653,0.088889,0.013000,-0.000000,0.846765,1344
7314.4224,79,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,3.9500,0.948820,0.088889,0.013167,-0.000000,0.846765,1342
7314.4275,80,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,4.0000,0.948987,0.088889,0.013333,-0.000000,0.846765,1340
7314.4325,81,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,4.0500,0.949153,0.088889,0.013500,-0.000000,0.846765,1338
7314.4376,82,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,4.1000,0.949320,0.088889,0.013667,-0.000000,0.846765,1336
7314.4427,83,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,4.1500,0.949487,0.088889,0.013833,-0.000000,0.846765,1334
7314.4478,84,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,4.2000,0.949653,0.088889,0.014000,-0.000000,0.846765,1332
7314.4529,85,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,4.2500,0.949820,0.088889,0.014167,-0.000000,0.846765,1330
7314.4580,86,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,4.3000,0.949987,0.088889,0.014333,-0.000000,0.846765,1328
7314.4631,87,0.0000,settle_init,10.0000,0.1800,10.8000,9.8200,4.3491,0.888550,0.087289,0.014497,-0.060000,0.846765,1326
7314.4682,88,0.0000,settle_init,10.0000,0.1800,7.5600,9.8200,4.3982,0.906714,0.087289,0.014661,-0.042000,0.846765,1324
7314.4732,89,0.0000,settle_init,10.0000,0.1800,5.2920,9.8200,4.4473,0.919478,0.087289,0.014824,-0.029400,0.846765,1322
7314.4783,90,0.0000,settle_init,10.0000,0.1800,3.7044,9.8200,4.4964,0.928461,0.087289,0.014988,-0.020580,0.846765,1320
7314.4834,91,0.0000,settle_init,10.0000,0.1800,2.5931,9.8200,4.5455,0.934799,0.087289,0.015152,-0.014406,0.846765,1318
7314.4885,92,0.0000,settle_init,10.0000,0.1800,1.8152,9.8200,4.5946,0.939285,0.087289,0.015315,-0.010084,0.846765,1316
7314.4936,93,0.0000,settle_init,10.0000,0.1800,1.2706,9.8200,4.6437,0.942474,0.087289,0.015479,-0.007059,0.846765,1314
7314.4986,94,0.0000,settle_init,10.0000,0.1800,0.8894,9.8200,4.6928,0.944755,0.087289,0.015643,-0.004941,0.846765,1312
7314.5037,95,0.0000,settle_init,10.0000,0.1800,0.6226,9.8200,4.7419,0.946401,0.087289,0.015806,-0.003459,0.846765,1310
7314.5088,96,0.0000,settle_init,10.0000,0.1800,0.4358,9.8200,4.7910,0.947602,0.087289,0.015970,-0.002421,0.846765,1308
7314.5139,97,0.0000,settle_init,10.0000,0.1800,0.3051,9.8200,4.8401,0.948492,0.087289,0.016134,-0.001695,0.846765,1306
7314.5190,98,0.0000,settle_init,10.0000,0.1800,0.2136,9.8200,4.8892,0.949164,0.087289,0.016297,-0.001186,0.846765,1304
7314.5240,99,0.0000,settle_init,10.0000,0.3600,10.9495,9.6400,4.9374,0.888081,0.085689,0.016458,-0.060830,0.846765,1302
7314.5291,100,0.0000,settle_init,10.0000,0.3600,7.6646,9.6400,4.9856,0.906491,0.085689,0.016619,-0.042581,0.846765,1300
7314.5342,101,0.0000,settle_init,10.0000,0.3600,5.3652,9.6400,5.0338,0.919426,0.085689,0.016779,-0.029807,0.846765,1298
7314.5393,102,0.0000,settle_init,10.0000,0.3600,3.7557,9.6400,5.0820,0.928529,0.085689,0.016940,-0.020865,0.846765,1296
7314.5444,103,0.0000,settle_init,10.0000,0.3600,2.6290,9.6400,5.1302,0.934949,0.085689,0.017101,-0.014605,0.846765,1294
7314.5495,104,0.0000,settle_init,10.0000,0.3600,1.8403,9.6400,5.1784,0.939491,0.085689,0.017261,-0.010224,0.846765,1292
7314.5546,105,0.0000,settle_init,10.0000,0.3600,1.2882,9.6400,5.2266,0.942719,0.085689,0.017422,-0.007157,0.846765,1290
7314.5596,106,0.0000,settle_init,10.0000,0.5400,11.7017,9.4600,5.2739,0.883423,0.084089,0.017580,-0.065010,0.846765,1288
7314.5647,107,0.0000,settle_init,10.0000,0.5400,8.1912,9.4600,5.3212,0.903084,0.084089,0.017737,-0.045507,0.846765,1286
7314.5698,108,0.0000,settle_init,10.0000,0.5400,5.7339,9.4600,5.3685,0.916894,0.084089,0.017895,-0.031855,0.846765,1284
7314.5749,109,0.0000,settle_init,10.0000,0.5400,4.0137,9.4600,5.4158,0.926608,0.084089,0.018053,-0.022298,0.846765,1282
7314.5800,110,0.0000,settle_init,10.0000,0.5400,2.8096,9.4600,5.4631,0.933455,0.084089,0.018210,-0.015609,0.846765,1280
7314.5850,111,0.0000,settle_init,10.0000,0.7200,12.7667,9.2800,5.5095,0.876692,0.082489,0.018365,-0.070926,0.846765,1278
7314.5901,112,0.0000,settle_init,10.0000,0.7200,8.9367,9.2800,5.5559,0.898125,0.082489,0.018520,-0.049648,0.846765,1276
7314.5952,113,0.0000,settle_init,10.0000,0.7200,6.2557,9.2800,5.6023,0.913174,0.082489,0.018674,-0.034754,0.846765,1274
7314.6003,114,0.0000,settle_init,10.0000,0.7200,4.3790,9.2800,5.6487,0.923755,0.082489,0.018829,-0.024328,0.846765,1272
7314.6053,115,0.0000,settle_init,10.0000,0.9000,13.8653,9.1000,5.6942,0.869605,0.080889,0.018981,-0.077029,0.846765,1270
7314.6104,116,0.0000,settle_init,10.0000,0.9000,9.7057,9.1000,5.7397,0.892865,0.080889,0.019132,-0.053921,0.846765,1268
7314.6155,117,0.0000,settle_init,10.0000,0.9000,6.7940,9.1000,5.7852,0.909193,0.080889,0.019284,-0.037744,0.846765,1266
7314.6206,118,0.0000,settle_init,10.0000,1.0800,15.5558,8.9200,5.8298,0.859065,0.079289,0.019433,-0.086421,0.846765,1264
7314.6256,119,0.0000,settle_init,10.0000,1.0800,10.8891,8.9200,5.8744,0.885140,0.079289,0.019581,-0.060495,0.846765,1262
7314.6307,120,0.0000,settle_init,10.0000,1.0800,7.6223,8.9200,5.9190,0.903437,0.079289,0.019730,-0.042346,0.846765,1260
7314.6358,121,0.0000,settle_init,10.0000,1.2600,16.1356,8.7400,5.9627,0.854687,0.077689,0.019876,-0.089642,0.846765,1258
7314.6409,122,0.0000,settle_init,10.0000,1.2600,11.2949,8.7400,6.0064,0.881725,0.077689,0.020021,-0.062750,0.846765,1256
7314.6460,123,0.0000,settle_init,10.0000,1.4400,18.7065,8.5600,6.0492,0.839093,0.076089,0.020164,-0.103925,0.846765,1254
7314.6510,124,0.0000,settle_init,10.0000,1.4400,13.0945,8.5600,6.0920,0.870413,0.076089,0.020307,-0.072747,0.846765,1252
7314.6561,125,0.0000,settle_init,10.0000,1.4400,9.1662,8.5600,6.1348,0.892380,0.076089,0.020449,-0.050923,0.846765,1250
7314.6612,126,0.0000,settle_init,10.0000,1.6200,17.2163,8.3800,6.1767,0.846196,0.074489,0.020589,-0.095646,0.846765,1248
7314.6663,127,0.0000,settle_init,10.0000,1.6200,12.0514,8.3800,6.2186,0.875030,0.074489,0.020729,-0.066952,0.846765,1246
7314.6713,128,0.0000,settle_init,10.0000,1.8000,19.2360,8.2000,6.2596,0.833652,0.072889,0.020865,-0.106867,0.846765,1244
7314.6764,129,0.0000,settle_init,10.0000,1.8000,13.4652,8.2000,6.3006,0.865849,0.072889,0.021002,-0.074807,0.846765,1242
7314.6815,130,0.0000,settle_init,10.0000,1.9800,20.2256,8.0200,6.3407,0.826824,0.071289,0.021136,-0.112365,0.846765,1240
7314.6866,131,0.0000,settle_init,10.0000,1.9800,14.1579,8.0200,6.3808,0.860668,0.071289,0.021269,-0.078655,0.846765,1238
7314.6917,132,0.0000,settle_init,10.0000,2.1600,20.7106,7.8400,6.4200,0.822795,0.069689,0.021400,-0.115059,0.846765,1236
7314.6968,133,0.0000,settle_init,10.0000,2.3400,25.2974,7.6600,6.4583,0.795840,0.068089,0.021528,-0.140541,0.846765,1234
7314.7018,134,0.0000,settle_init,10.0000,2.3400,17.7082,7.6600,6.4966,0.838130,0.068089,0.021655,-0.098379,0.846765,1232
7314.7069,135,0.0000,settle_init,10.0000,2.5200,23.1957,7.4800,6.5340,0.806168,0.066489,0.021780,-0.128865,0.846765,1230
7314.7120,136,0.0000,settle_init,10.0000,2.5200,16.2370,7.4800,6.5714,0.844953,0.066489,0.021905,-0.090206,0.846765,1228
7314.7171,137,0.0000,settle_init,10.0000,2.7000,22.1659,7.3000,6.6079,0.810536,0.064889,0.022026,-0.123144,0.846765,1226
7314.7222,138,0.0000,settle_init,10.0000,2.8800,26.3161,7.1200,6.6435,0.785998,0.063289,0.022145,-0.146201,0.846765,1224
7314.7272,139,0.0000,settle_init,10.0000,3.0600,29.2213,6.9400,6.6782,0.768374,0.061689,0.022261,-0.162341,0.846765,1222
7314.7323,140,0.0000,settle_init,10.0000,3.0600,20.4549,6.9400,6.7129,0.817191,0.061689,0.022376,-0.113638,0.846765,1220
7314.7374,141,0.0000,settle_init,10.0000,3.2400,25.1184,6.7600,6.7467,0.789796,0.060089,0.022489,-0.139547,0.846765,1218
7314.7425,142,0.0000,settle_init,10.0000,3.4200,28.3829,6.5800,6.7796,0.770169,0.058489,0.022599,-0.157683,0.846765,1216
7314.7476,143,0.0000,settle_init,10.0000,3.4200,19.8680,6.5800,6.8125,0.817584,0.058489,0.022708,-0.110378,0.846765,1214
7314.7527,144,0.0000,settle_init,10.0000,3.6000,24.7076,6.4000,6.8445,0.789204,0.056889,0.022815,-0.137265,0.846765,1212
7314.7578,145,0.0000,settle_init,10.0000,3.7800,28.0953,6.2200,6.8756,0.768887,0.055289,0.022919,-0.156085,0.846765,1210
7314.7629,146,0.0000,settle_init,10.0000,3.9600,30.4667,6.0400,6.9058,0.754213,0.053689,0.023019,-0.169260,0.846765,1208
7314.7679,147,0.0000,settle_init,10.0000,4.1400,32.1267,5.8600,6.9351,0.743489,0.052089,0.023117,-0.178482,0.846765,1206
7314.7730,148,0.0000,settle_init,10.0000,4.3200,33.2887,5.6800,6.9635,0.735528,0.050489,0.023212,-0.184937,0.846765,1204
7314.7781,149,0.0000,settle_init,10.0000,4.5000,34.1021,5.5000,6.9910,0.729501,0.048889,0.023303,-0.189456,0.846765,1202
7314.7832,150,0.0000,settle_init,10.0000,4.6800,34.6715,5.3200,7.0176,0.724826,0.047289,0.023392,-0.192619,0.846765,1203
7314.7883,151,0.0000,settle_init,10.0000,4.8600,35.0700,5.1400,7.0433,0.721098,0.045689,0.023478,-0.194833,0.846765,1204
7314.7933,152,0.0000,settle_init,10.0000,5.0400,35.3490,4.9600,7.0681,0.718030,0.044089,0.023560,-0.196383,0.846765,1205
7314.7984,153,0.0000,settle_init,10.0000,5.2200,35.5443,4.7800,7.0920,0.715425,0.042489,0.023640,-0.197468,0.846765,1206
7314.8035,154,0.0000,settle_init,10.0000,5.4000,35.6810,4.6000,7.1150,0.713142,0.040889,0.023717,-0.198228,0.846765,1207
7314.8085,155,0.0000,settle_init,10.0000,5.5800,35.7767,4.4200,7.1371,0.711084,0.039289,0.023790,-0.198760,0.846765,1208
7314.8136,156,0.0000,settle_init,10.0000,5.7600,35.8437,4.2400,7.1583,0.709183,0.037689,0.023861,-0.199132,0.846765,1209
7314.8187,157,0.0000,settle_init,10.0000,5.9400,35.8906,4.0600,7.1786,0.707390,0.036089,0.023929,-0.199392,0.846765,1209
7314.8238,158,0.0000,settle_init,10.0000,6.1200,35.9234,3.8800,7.1980,0.705672,0.034489,0.023993,-0.199575,0.846765,1210
7314.8288,159,0.0000,settle_init,10.0000,6.3000,35.9464,3.7000,7.2165,0.704006,0.032889,0.024055,-0.199702,0.846765,1210
7314.8339,160,0.0000,settle_init,10.0000,6.4800,35.9625,3.5200,7.2341,0.702376,0.031289,0.024114,-0.199792,0.846765,1211
7314.8390,161,0.0000,settle_init,10.0000,6.6600,35.9737,3.3400,7.2508,0.700769,0.029689,0.024169,-0.199854,0.846765,1212
7314.8441,162,0.0000,settle_init,10.0000,6.8400,35.9816,3.1600,7.2666,0.699178,0.028089,0.024222,-0.199898,0.846765,1212
7314.8492,163,0.0000,settle_init,10.0000,7.2000,46.7871,2.8000,7.2806,0.635994,0.024889,0.024269,-0.259928,0.846765,1214
7314.8543,164,0.0000,settle_init,10.0000,7.3800,43.5510,2.6200,7.2937,0.652416,0.023289,0.024312,-0.241950,0.846765,1216
7314.8594,165,0.0000,settle_init,10.0000,7.5600,41.2857,2.4400,7.3059,0.663442,0.021689,0.024353,-0.229365,0.846765,1218
7314.8644,166,0.0000,settle_init,10.0000,7.7400,39.7000,2.2600,7.3172,0.670689,0.020089,0.024391,-0.220555,0.846765,1220
7314.8696,167,0.0000,settle_init,10.0000,7.9200,38.5900,2.0800,7.3276,0.675290,0.018489,0.024425,-0.214389,0.846765,1221
7314.8746,168,0.0000,settle_init,10.0000,8.2800,48.6130,1.7200,7.3362,0.616435,0.015289,0.024454,-0.270072,0.846765,1223
7314.8797,169,0.0000,settle_init,10.0000,8.4600,44.8291,1.5400,7.3439,0.635883,0.013689,0.024480,-0.249051,0.846765,1225
7314.8848,170,0.0000,settle_init,10.0000,8.6400,42.1804,1.3600,7.3507,0.649020,0.012089,0.024502,-0.234335,0.846765,1227
7314.8899,171,0.0000,settle_init,10.0000,9.0000,51.1263,1.0000,7.3557,0.596138,0.008889,0.024519,-0.284035,0.846765,1229
7314.8950,172,0.0000,settle_init,10.0000,9.1800,46.5884,0.8200,7.3598,0.619762,0.007289,0.024533,-0.258824,0.846765,1231
7314.9000,173,0.0000,settle_init,10.0000,9.3600,43.4119,0.6400,7.3630,0.635820,0.005689,0.024543,-0.241177,0.846765,1233
7314.9051,174,0.0000,settle_init,10.0000,9.7200,51.9883,0.2800,7.3644,0.584978,0.002489,0.024548,-0.288824,0.846765,1235
7314.9102,175,0.0000,settle_init,10.0000,9.9000,47.1918,0.1000,7.3649,0.610026,0.000889,0.024550,-0.262177,0.846765,1237
7314.9153,176,0.0000,settle_init,10.0000,10.0800,43.8343,-0.0800,7.3645,0.627078,-0.000711,0.024548,-0.243524,0.846765,1239
7314.9203,177,0.0000,settle_init,10.0000,10.4400,52.2840,-0.4400,7.3623,0.576928,-0.003911,0.024541,-0.290467,0.846765,1241
7314.9254,178,0.0000,settle_init,10.0000,10.6200,47.3988,-0.6200,7.3592,0.602458,-0.005511,0.024531,-0.263327,0.846765,1243
7314.9305,179,0.0000,settle_init,10.0000,10.9800,54.7792,-0.9800,7.3543,0.558239,-0.008711,0.024514,-0.304329,0.846765,1245
7314.9355,180,0.0000,settle_init,10.0000,11.1600,49.1454,-1.1600,7.3485,0.587918,-0.010311,0.024495,-0.273030,0.846765,1247
7314.9406,181,0.0000,settle_init,10.0000,11.3400,45.2018,-1.3400,7.3418,0.608205,-0.011911,0.024473,-0.251121,0.846765,1246
7314.9457,182,0.0000,settle_init,10.0000,11.7000,53.2413,-1.7000,7.3333,0.560313,-0.015111,0.024444,-0.295785,0.846765,1248
7314.9508,183,0.0000,settle_init,10.0000,11.8800,48.0689,-1.8800,7.3239,0.587417,-0.016711,0.024413,-0.267049,0.846765,1250
7314.9558,184,0.0000,settle_init,10.0000,12.0600,44.4482,-2.0600,7.3136,0.605898,-0.018311,0.024379,-0.246935,0.846765,1248
7314.9609,185,0.0000,settle_init,10.0000,12.4200,52.7137,-2.4200,7.3015,0.556738,-0.021511,0.024338,-0.292854,0.846765,1250
7314.9660,186,0.0000,settle_init,10.0000,12.6000,47.6996,-2.6000,7.2885,0.582951,-0.023111,0.024295,-0.264998,0.846765,1252
7314.9711,187,0.0000,settle_init,10.0000,12.9600,54.9897,-2.9600,7.2737,0.539201,-0.026311,0.024246,-0.305499,0.846765,1254
7314.9762,188,0.0000,settle_init,10.0000,13.1400,49.2928,-3.1400,7.2580,0.569198,-0.027911,0.024193,-0.273849,0.846765,1256
7314.9812,189,0.0000,settle_init,10.0000,13.3200,45.3050,-3.3200,7.2414,0.589697,-0.029511,0.024138,-0.251694,0.846765,1254
7314.9863,190,0.0000,settle_init,10.0000,13.6800,53.3135,-3.6800,7.2230,0.541944,-0.032711,0.024077,-0.296186,0.846765,1256
